Year,town,flat_type,resale_price
2022-09-01,ANG MO KIO,4 ROOM,788888.0
2022-09-01,ANG MO KIO,4 ROOM,765000.0
2022-09-01,ANG MO KIO,4 ROOM,870000.0
2022-09-01,ANG MO KIO,4 ROOM,715000.0
2022-10-01,ANG MO KIO,4 ROOM,435000.0
2022-10-01,ANG MO KIO,4 ROOM,518000.0
2022-10-01,ANG MO KIO,4 ROOM,423000.0
2022-10-01,ANG MO KIO,4 ROOM,500000.0
2022-10-01,ANG MO KIO,4 ROOM,560000.0
2022-10-01,ANG MO KIO,4 ROOM,550000.0
2022-10-01,ANG MO KIO,4 ROOM,465000.0
2022-10-01,ANG MO KIO,4 ROOM,480000.0
2022-10-01,ANG MO KIO,4 ROOM,460000.0
2022-10-01,ANG MO KIO,4 ROOM,450000.0
2022-10-01,ANG MO KIO,4 ROOM,482000.0
2022-10-01,ANG MO KIO,4 ROOM,462000.0
2022-10-01,ANG MO KIO,4 ROOM,538000.0
2022-10-01,ANG MO KIO,4 ROOM,765000.0
2022-10-01,ANG MO KIO,4 ROOM,901888.0
2022-10-01,ANG MO KIO,4 ROOM,858000.0
2022-10-01,ANG MO KIO,4 ROOM,885000.0
2022-10-01,ANG MO KIO,4 ROOM,968000.0
2022-11-01,ANG MO KIO,4 ROOM,817000.0
2022-11-01,ANG MO KIO,4 ROOM,435000.0
2022-11-01,ANG MO KIO,4 ROOM,820000.0
2022-11-01,ANG MO KIO,4 ROOM,440000.0
2022-11-01,ANG MO KIO,4 ROOM,515000.0
2022-11-01,ANG MO KIO,4 ROOM,470000.0
2022-11-01,ANG MO KIO,4 ROOM,460000.0
2022-11-01,ANG MO KIO,4 ROOM,512000.0
2022-11-01,ANG MO KIO,4 ROOM,540000.0
2022-11-01,ANG MO KIO,4 ROOM,560000.0
2022-11-01,ANG MO KIO,4 ROOM,463888.0
2022-11-01,ANG MO KIO,4 ROOM,578000.0
2022-11-01,ANG MO KIO,4 ROOM,515000.0
2022-11-01,ANG MO KIO,4 ROOM,545000.0
2022-11-01,ANG MO KIO,4 ROOM,470000.0
2022-11-01,ANG MO KIO,4 ROOM,500000.0
2022-11-01,ANG MO KIO,4 ROOM,500800.0
2022-11-01,ANG MO KIO,4 ROOM,510000.0
2022-11-01,ANG MO KIO,4 ROOM,513000.0
2022-11-01,ANG MO KIO,4 ROOM,638000.0
2022-11-01,ANG MO KIO,4 ROOM,650888.0
2022-11-01,ANG MO KIO,4 ROOM,750000.0
2022-11-01,ANG MO KIO,4 ROOM,940000.0
2022-11-01,ANG MO KIO,4 ROOM,902000.0
2022-12-01,ANG MO KIO,4 ROOM,450000.0
2022-12-01,ANG MO KIO,4 ROOM,738000.0
2022-12-01,ANG MO KIO,4 ROOM,890000.0
2022-12-01,ANG MO KIO,4 ROOM,725000.0
2022-12-01,ANG MO KIO,4 ROOM,823000.0
2022-12-01,ANG MO KIO,4 ROOM,578000.0
2022-12-01,ANG MO KIO,4 ROOM,810000.0
2022-12-01,ANG MO KIO,4 ROOM,460000.0
2022-12-01,ANG MO KIO,4 ROOM,470000.0
2022-12-01,ANG MO KIO,4 ROOM,488000.0
2022-12-01,ANG MO KIO,4 ROOM,490000.0
2022-12-01,ANG MO KIO,4 ROOM,480000.0
2022-12-01,ANG MO KIO,4 ROOM,518000.0
2022-12-01,ANG MO KIO,4 ROOM,538000.0
2022-12-01,ANG MO KIO,4 ROOM,630000.0
2022-12-01,ANG MO KIO,4 ROOM,510000.0
2022-12-01,ANG MO KIO,4 ROOM,950000.0
2022-12-01,ANG MO KIO,4 ROOM,880000.0
2022-12-01,ANG MO KIO,4 ROOM,578888.0
2022-12-01,ANG MO KIO,4 ROOM,670000.0
2022-12-01,ANG MO KIO,4 ROOM,698000.0
2022-12-01,ANG MO KIO,4 ROOM,880000.0
2022-12-01,ANG MO KIO,4 ROOM,958000.0
2022-12-01,ANG MO KIO,4 ROOM,948888.0
2022-12-01,ANG MO KIO,4 ROOM,880000.0
2022-12-01,ANG MO KIO,4 ROOM,910000.0
2022-12-01,ANG MO KIO,4 ROOM,950000.0
2022-12-01,ANG MO KIO,4 ROOM,668000.0
2022-12-01,ANG MO KIO,4 ROOM,620000.0
2022-12-01,ANG MO KIO,4 ROOM,745000.0
